"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"45";1;0;0;1;0;1;0;1;0;0;0;0;1;0;0
"46";1;0;1;0;1;0;0;0;0;1;0;0;1;1;1
"47";1;1;0;0;0;0;0;1;0;1;1;0;0;1;0
"48";1;1;0;1;1;1;0;1;0;0;0;0;0;1;0
"49";1;0;1;0;0;0;1;0;1;0;1;0;1;0;1
"50";1;1;0;1;0;0;0;1;0;0;1;0;1;1;0
"51";1;1;0;1;1;0;0;0;0;1;0;0;1;1;0
"52";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"53";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"54";0;0;0;1;1;0;1;1;0;0;1;0;1;0;0
"55";0;0;1;1;0;0;0;1;0;0;1;1;1;1;0
"56";0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
"57";1;0;1;1;0;1;0;1;1;1;0;0;1;0;0
"58";1;1;1;1;1;0;1;0;0;0;1;0;0;0;1
"59";1;1;0;0;0;0;1;0;0;1;0;1;1;1;0
"60";0;0;0;0;1;0;1;0;0;1;0;0;0;1;0
"61";0;1;1;0;0;0;1;1;0;0;0;1;0;0;0
"62";0;0;0;1;0;0;0;1;1;0;1;1;1;1;1
"63";0;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"64";1;0;1;1;1;1;0;0;1;1;1;1;1;1;0
"65";0;1;0;0;0;1;1;0;1;0;1;0;1;1;0
"66";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"67";1;0;1;0;1;1;1;0;0;0;0;1;1;1;0
"68";1;1;1;1;1;0;1;0;0;0;1;0;0;0;0
"69";0;0;1;0;1;0;0;0;0;0;0;0;1;0;1
"70";0;0;0;0;0;1;0;1;1;0;0;0;1;0;1
"71";0;1;1;0;1;1;0;0;1;0;1;1;1;1;1
"72";0;0;0;0;0;0;0;0;1;0;0;0;1;0;1
"73";0;0;0;0;1;1;0;0;1;0;0;0;1;0;0
"74";1;1;0;0;0;0;1;1;0;1;1;1;0;1;0
"75";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
"76";0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
"77";1;0;1;0;1;1;0;0;1;1;1;1;0;0;0
"78";0;1;0;0;0;1;0;0;0;0;0;0;0;1;1
"79";1;0;1;1;1;1;0;1;1;1;1;1;1;1;1
"80";0;0;0;0;1;0;1;1;0;1;1;1;0;0;1
"81";1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"82";0;0;1;1;0;0;1;0;0;0;0;0;1;0;1
"83";0;0;0;0;0;1;1;0;1;1;0;1;1;1;0
"84";0;1;0;1;0;1;0;1;0;1;0;1;1;0;0
"85";0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
"86";1;1;1;0;1;0;1;0;0;1;0;1;1;1;0
"87";0;1;1;1;0;0;0;0;0;0;0;1;0;0;0
"88";1;0;0;1;1;1;0;0;0;1;0;0;1;0;0
"89";0;0;1;1;0;1;0;0;0;0;1;0;0;1;0
"90";0;1;0;1;0;1;0;0;0;0;0;0;1;1;0
"91";0;0;0;1;0;0;1;0;1;0;0;0;0;1;0
"92";0;0;0;1;0;0;0;0;1;1;0;0;0;0;1
"93";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
"94";0;1;1;1;0;0;1;1;1;1;0;1;0;0;0
"95";1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"96";0;1;1;1;1;1;1;1;1;1;1;1;0;0;0
"97";0;1;1;1;1;0;0;0;1;0;1;0;0;1;1
"98";0;1;1;0;0;1;0;0;1;0;0;0;1;0;1
"99";0;0;0;1;1;0;0;1;0;0;0;1;0;0;1
"100";0;0;1;0;1;0;1;1;1;0;1;0;1;0;0
"101";0;1;0;0;0;0;0;0;0;1;1;0;1;0;1
"102";1;1;1;0;1;1;1;1;0;1;1;1;0;0;1
"103";0;1;1;1;1;0;0;1;1;1;0;0;0;1;0
"104";0;0;1;1;1;0;0;0;1;0;1;1;0;1;1
"105";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"106";0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
"107";1;1;1;0;1;0;0;0;0;0;0;0;0;0;1
"108";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"109";0;0;1;0;0;0;0;1;0;0;0;1;1;0;0
"110";1;1;1;0;1;1;1;1;0;1;1;1;1;1;0
"111";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"112";0;0;1;0;0;0;1;0;1;1;1;1;0;0;1
"113";0;0;1;1;1;0;0;0;0;0;0;0;0;1;0
"114";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"115";0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
"116";0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
"117";1;1;0;0;0;0;0;0;1;1;0;0;0;0;0
"118";0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
"119";1;1;1;0;1;0;0;0;1;1;1;1;0;1;0
"120";0;1;1;1;0;1;0;1;0;0;0;1;1;1;0
"121";0;1;0;1;1;0;0;1;1;1;1;1;0;0;1
"122";0;0;1;0;1;0;1;1;1;1;0;0;0;1;1
"123";1;0;0;0;0;0;0;1;0;0;0;0;1;1;1
"124";0;1;1;1;0;0;1;0;0;0;0;0;0;1;1
"125";0;0;1;0;0;0;0;0;0;0;1;0;1;0;1
"126";1;0;1;1;1;1;0;1;0;1;1;0;1;1;1
"127";1;0;0;1;1;0;0;0;0;0;1;1;0;0;0
"128";0;0;1;0;1;0;1;0;1;0;0;1;1;0;0
"129";1;0;1;0;0;0;0;0;0;1;1;1;1;1;0
"130";0;0;1;0;0;1;1;1;0;0;0;0;1;0;1
"131";0;1;1;0;0;0;0;0;0;1;0;0;1;0;0
"132";0;0;1;1;0;1;0;1;0;1;1;0;0;0;0
"133";1;1;0;1;0;0;0;1;0;0;1;0;1;0;0
"134";0;1;1;0;1;0;0;1;1;0;0;0;1;0;0
"135";0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
"136";0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
"137";0;0;0;1;1;0;0;0;0;0;1;0;0;0;1
"138";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"139";0;0;1;1;0;0;0;1;1;0;1;0;1;0;0
"140";1;0;0;0;1;0;0;0;0;1;0;0;0;1;1
"141";0;1;0;0;1;1;1;1;1;0;0;0;0;0;0
"142";0;0;1;1;1;0;1;1;1;0;0;0;1;0;1
"143";1;1;0;0;0;1;0;0;1;1;1;0;1;0;1
"144";1;1;1;0;0;0;0;1;0;0;1;0;1;0;0
"145";1;0;0;0;0;0;0;0;1;1;0;0;1;1;1
"146";1;0;1;0;0;1;0;1;1;0;1;1;0;1;1
"147";1;1;0;0;1;0;0;0;1;0;0;0;0;1;1
"148";0;0;1;0;0;1;0;1;0;1;1;0;0;0;0
"149";1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"150";1;0;0;1;1;1;1;1;0;1;1;0;1;0;1
"151";1;1;0;0;1;0;1;1;1;1;0;0;1;1;0
"152";1;0;0;1;0;0;1;0;0;0;0;0;1;1;1
"153";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"154";0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
"155";0;0;1;1;1;1;1;0;0;1;1;0;1;0;0
"156";0;0;1;1;1;0;1;1;0;0;1;0;0;1;0
"157";0;1;0;0;0;0;1;0;1;0;0;1;0;0;1
"158";0;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"159";0;0;0;1;0;1;1;1;1;0;1;0;0;1;1
"160";1;1;1;0;0;1;1;1;0;1;1;1;0;1;1
"161";0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
"162";0;1;0;1;1;1;1;1;1;0;1;0;0;1;1
"163";1;1;0;0;0;0;0;1;1;0;1;1;0;1;1
"164";1;1;1;0;1;0;0;1;0;1;1;1;1;0;1
"165";1;1;1;1;1;1;0;0;1;1;1;1;1;1;0
"166";1;0;1;1;0;0;0;1;1;1;0;0;0;0;0
"167";0;1;0;1;1;0;0;1;0;0;0;1;0;1;0
"168";0;1;0;0;0;0;0;0;1;0;0;0;0;1;1
"169";1;1;0;1;0;0;1;0;1;1;0;1;0;0;0
"170";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"171";1;0;1;1;0;1;0;0;1;0;0;0;0;0;1
"172";1;1;0;0;0;0;1;0;0;1;0;1;1;1;0
"173";0;0;1;0;1;1;1;0;1;0;1;0;0;0;1
"174";1;1;0;1;0;0;0;0;0;1;0;0;0;0;0
"175";1;0;0;1;1;1;0;1;1;0;0;0;0;0;1
"176";0;1;0;0;1;1;0;0;0;0;1;0;0;0;1
"177";1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"178";1;0;0;0;1;0;1;1;1;1;1;0;1;0;1
"179";0;0;0;0;0;1;0;1;1;1;0;1;1;0;1
"180";0;1;1;0;1;1;0;0;0;0;0;0;0;0;1
"181";0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
"182";0;0;1;1;0;1;0;0;1;0;0;1;1;0;1
"183";0;1;1;1;0;1;1;1;1;1;0;1;0;1;1
"184";1;1;1;1;0;1;1;1;1;1;0;1;1;1;1
"185";0;1;0;1;0;1;1;0;0;0;0;1;1;0;1
"186";1;1;0;1;0;0;1;0;1;1;1;0;0;1;1
"187";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"188";0;0;0;0;1;1;1;0;0;1;1;0;1;0;0
"189";0;0;0;1;0;1;0;0;1;0;1;0;1;1;0
"190";0;1;0;1;0;0;0;1;1;0;1;1;0;0;0
"191";0;0;1;1;0;1;1;0;1;0;1;0;0;0;0
"192";0;1;0;1;1;0;0;0;1;1;1;0;0;0;1
"193";1;0;1;0;1;0;1;1;0;1;1;1;0;0;0
"194";0;1;1;1;1;1;0;1;1;1;1;1;1;0;1
"195";0;1;1;0;1;0;1;1;0;1;0;0;1;0;0
"196";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"197";0;0;0;0;1;0;0;0;0;0;0;1;0;1;1
"198";1;0;0;1;1;0;0;1;1;0;0;1;1;0;1
"199";0;1;1;1;0;0;1;0;1;0;0;0;0;1;1
"200";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"201";0;0;1;1;1;1;1;1;0;0;1;0;0;0;0
"202";0;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"203";1;1;1;1;1;0;1;1;1;1;1;0;1;1;1
"204";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"205";1;1;0;0;1;1;1;1;1;1;1;0;1;1;1
"206";0;0;0;1;1;0;1;0;1;1;0;1;1;1;1
"207";0;0;1;0;1;0;0;1;1;1;1;1;1;0;1
"208";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"209";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"210";1;1;1;0;1;1;0;1;0;1;1;1;1;0;1
"211";0;1;0;0;1;0;0;0;0;1;1;0;1;0;0
"212";0;0;0;1;1;0;1;0;1;0;0;0;0;1;0
"213";0;0;1;1;0;1;1;0;0;1;0;0;0;0;1
"214";1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
"215";0;1;1;1;1;1;0;0;1;1;1;1;1;1;1
"216";0;0;0;1;0;0;0;0;0;0;1;0;0;1;0
"217";1;0;1;0;0;1;1;0;0;1;0;0;0;0;1
"218";1;0;1;0;1;1;0;0;1;1;0;0;1;1;1
"219";1;1;1;1;0;1;1;1;0;0;0;1;1;1;1
"220";1;1;1;1;1;1;1;1;1;0;1;0;0;1;1
"221";1;1;1;1;1;1;0;0;1;1;1;1;1;1;1
"222";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0
"223";0;1;0;1;0;1;1;1;0;0;1;1;0;1;0
"224";1;0;1;1;0;1;0;1;1;1;1;1;1;1;1
"225";1;0;0;0;1;0;0;1;1;1;1;1;1;1;1
"226";1;1;1;0;1;1;0;0;1;0;1;0;0;1;0
"227";1;0;0;1;1;1;1;1;1;1;0;1;1;0;1
"228";0;0;0;0;1;0;1;0;0;0;1;0;0;1;1
"229";1;0;1;0;0;0;0;0;1;1;1;0;1;0;0
"230";1;1;1;1;1;0;1;1;1;1;1;0;1;0;1
"231";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"232";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"233";1;1;1;0;1;1;1;0;0;0;1;1;1;0;1
"234";1;0;0;0;1;1;1;0;1;1;1;0;0;0;1
"235";1;1;1;1;1;0;1;1;1;1;1;1;0;1;0
"236";1;1;1;1;0;0;1;1;0;0;0;0;1;1;1
"237";1;1;1;0;0;0;0;1;0;0;0;1;1;1;0
"238";1;1;1;0;1;0;0;1;0;0;0;0;0;0;1
"239";1;1;1;0;1;1;1;0;1;1;0;1;0;0;1
"240";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"241";1;0;1;0;0;0;0;0;1;0;0;0;0;1;0
"242";1;1;1;1;1;1;1;1;0;0;1;1;1;1;1
"243";0;0;1;0;0;0;1;0;1;0;0;0;1;1;1
"244";0;0;0;1;1;0;0;0;1;1;0;1;1;0;0
"245";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"246";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"247";0;1;0;0;0;0;1;0;0;0;1;1;0;1;1
"248";1;1;0;1;0;0;0;1;1;1;1;1;1;0;0
"249";1;1;0;0;0;0;1;0;1;0;0;1;0;0;0
"250";1;0;0;0;0;0;1;1;0;0;1;0;0;0;1
"251";0;1;0;0;0;1;0;1;1;0;0;0;0;0;0
"252";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"253";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"254";0;1;1;1;0;0;0;1;1;0;1;1;0;0;0
"255";0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
"256";0;0;0;1;0;1;1;1;0;1;0;1;0;0;1
"257";1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
"258";1;1;1;0;1;1;1;1;1;1;1;0;1;0;1
"259";0;0;1;0;1;0;1;1;0;0;1;0;0;1;0
"260";0;1;1;0;0;0;0;0;1;1;1;1;0;1;0
"261";0;1;1;1;1;0;1;0;1;0;0;0;0;0;0
"262";0;0;0;1;1;0;0;1;0;0;1;1;1;0;1
"263";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"264";0;1;1;1;0;1;0;1;1;1;1;0;1;0;0
"265";1;1;0;1;1;1;1;1;1;1;1;0;0;1;1
"266";0;0;0;0;0;1;1;1;1;0;0;1;1;1;1
"267";0;1;1;1;1;1;1;1;1;1;1;0;0;1;0
"268";1;1;1;1;0;1;1;0;1;1;1;0;1;1;1
"269";0;0;1;0;0;1;1;0;1;0;1;1;0;1;0
"270";1;0;1;0;1;0;0;0;1;1;0;1;0;0;0
"271";1;0;1;0;1;0;1;1;1;0;0;0;0;0;1
"272";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"273";1;0;0;0;1;0;0;0;1;0;1;0;1;0;0
"274";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"275";0;1;1;1;1;1;1;0;0;1;1;0;1;0;0
"276";1;1;1;0;1;0;1;1;0;1;0;1;1;0;1
"277";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"278";1;1;1;1;0;1;1;1;1;1;1;0;1;0;1
"279";1;1;1;0;1;1;1;0;1;0;0;0;1;1;1
"280";0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
"281";0;1;0;1;0;1;0;0;0;1;0;1;0;0;0
"282";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
