"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"130";1;1;0;0;0;0;0;0;0;0;0;1;1;1;0
"131";1;1;1;0;0;0;1;1;0;0;1;1;0;1;1
"132";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"133";0;1;0;1;1;0;1;0;0;0;1;1;1;1;1
"134";1;1;1;1;0;0;1;1;0;0;1;1;0;1;1
"135";1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"136";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"137";1;0;0;0;0;1;0;0;0;1;0;1;0;1;1
"138";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"139";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"140";0;1;1;1;0;1;0;0;0;0;1;1;0;1;1
"141";0;0;0;0;1;0;0;0;0;0;0;1;0;1;0
"142";1;1;0;0;1;0;0;0;0;0;1;0;0;0;0
"143";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
"144";1;1;0;0;0;0;0;0;0;0;0;0;1;1;0
"145";0;1;1;0;0;0;0;1;0;1;1;1;1;1;0
"146";1;1;0;0;1;1;1;0;0;1;0;0;0;0;1
"147";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"148";1;0;1;0;0;0;1;0;0;0;1;1;0;1;0
"149";0;1;1;0;0;0;1;1;0;0;1;0;1;0;0
"150";0;1;1;1;0;0;1;1;0;0;0;1;0;1;0
"151";1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"152";1;1;0;0;0;1;0;0;0;1;1;1;0;1;0
"153";0;0;0;0;0;1;1;0;0;1;1;0;0;0;0
"154";1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"155";1;1;1;1;0;1;1;0;0;0;1;0;0;1;0
"156";0;0;1;0;0;0;0;1;0;1;0;0;0;1;1
"157";1;1;1;1;0;1;0;1;0;1;1;1;1;1;1
"158";0;1;1;0;0;1;0;0;0;0;0;1;0;0;0
"159";0;1;0;0;0;0;0;0;0;0;1;0;0;1;1
"160";0;1;1;0;0;1;0;1;0;1;0;0;1;1;1
"161";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"162";1;1;1;0;0;1;0;0;0;0;1;0;0;1;0
"163";1;0;1;0;0;1;0;0;0;0;1;0;0;1;1
"164";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"165";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"166";0;0;0;1;0;1;0;1;0;1;1;1;0;1;0
"167";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"168";0;1;1;0;0;1;0;1;0;0;0;1;0;1;0
"169";1;0;0;0;0;1;1;1;0;1;1;0;1;1;0
"170";0;0;0;0;0;1;0;0;0;1;0;0;1;0;1
"171";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"172";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"173";1;1;1;0;0;0;0;1;0;0;0;1;0;1;0
"174";1;1;1;1;0;1;1;1;1;1;1;1;0;1;1
"175";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"176";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"177";0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
"178";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"179";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"180";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"181";0;1;0;1;0;0;1;0;0;1;0;0;0;0;0
"182";1;1;1;0;1;1;0;0;1;0;1;1;0;1;1
"183";1;0;0;1;0;0;0;1;0;0;0;1;0;1;1
"184";1;1;1;1;0;1;1;1;0;1;1;1;1;1;1
"185";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"186";1;0;1;0;0;0;0;0;0;0;0;0;1;1;0
"187";1;1;0;1;0;0;0;0;0;0;0;1;0;1;0
"188";1;1;1;0;0;0;0;0;0;0;0;1;0;1;1
"189";1;1;0;0;0;0;0;1;0;0;1;0;0;1;1
"190";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"191";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"192";1;0;0;0;0;0;0;0;1;1;0;0;0;0;1
"193";0;1;1;0;1;0;0;0;0;0;0;0;1;1;0
"194";1;1;1;0;0;1;1;0;0;1;0;0;0;0;1
"195";1;1;1;0;0;1;0;1;0;0;0;1;0;0;1
"196";0;0;1;0;0;0;0;0;0;1;0;1;0;0;1
"197";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"198";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"199";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"200";1;0;0;0;0;0;0;1;0;1;0;1;0;1;0
"201";1;1;1;1;0;1;1;1;0;1;1;1;0;0;1
"202";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"203";0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
"204";1;0;0;0;0;1;0;1;0;1;0;1;1;1;0
"205";0;1;0;0;0;1;0;0;0;1;1;1;0;0;0
"206";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"207";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"208";0;1;1;1;0;1;1;1;0;0;0;0;0;1;0
"209";1;1;0;0;0;1;0;0;0;0;1;1;0;1;0
"210";1;0;1;1;0;0;0;0;0;0;0;1;0;1;0
"211";1;1;1;1;0;1;0;1;0;0;1;1;0;1;0
"212";1;1;0;1;0;0;1;1;0;1;0;1;0;1;1
"213";1;1;1;0;0;1;0;1;0;1;0;1;0;1;1
"214";1;1;1;1;0;0;0;1;0;0;1;1;1;1;1
"215";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"216";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"217";1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
"218";1;1;0;0;0;1;0;0;0;0;1;0;0;1;0
"219";0;0;0;0;0;1;1;1;1;0;0;0;0;1;0
"220";0;1;0;0;1;0;0;1;0;1;0;1;0;1;0
"221";0;1;1;0;0;0;0;1;0;0;0;1;0;0;0
"222";1;0;1;0;0;1;0;0;0;1;0;1;0;0;0
"223";1;1;1;1;0;0;1;1;0;1;1;1;0;1;0
"224";1;1;0;1;0;0;0;0;1;1;0;0;1;1;1
"225";1;1;0;0;0;0;0;1;0;1;0;1;0;1;0
"226";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"227";1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"228";0;1;1;0;0;0;0;0;0;0;1;0;0;0;0
"229";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"230";1;0;0;0;0;1;0;1;0;0;0;1;0;1;1
"231";0;1;1;0;1;0;0;1;0;0;1;1;1;1;1
"232";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"233";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"234";1;1;1;1;1;1;0;0;1;1;0;1;1;1;1
"235";1;0;0;0;0;1;0;1;0;0;0;0;0;1;1
"236";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"237";1;1;1;0;0;0;0;1;0;0;0;0;0;1;1
"238";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"239";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"240";1;1;1;0;1;1;0;0;0;1;1;0;0;1;1
"241";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"242";0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
"243";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"244";1;0;1;0;0;0;0;0;0;0;1;1;1;1;1
"245";1;1;0;0;0;1;0;1;0;0;0;0;0;1;0
"246";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"247";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"248";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"249";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
"250";0;0;1;1;1;1;0;1;0;0;1;1;0;1;0
"251";1;1;0;1;0;1;0;1;0;0;1;1;1;1;0
"252";0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"253";0;1;1;0;0;1;0;0;1;1;1;0;0;1;0
"254";1;1;0;0;0;0;0;0;0;1;1;1;0;1;0
"255";0;0;1;0;0;0;0;0;0;0;1;1;0;0;0
"256";0;0;1;1;0;1;1;1;0;0;0;0;1;1;1
"257";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"258";1;1;0;0;0;0;1;0;0;0;0;0;0;1;1
"259";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1
"260";1;0;1;0;0;1;1;1;0;0;1;0;0;1;0
"261";1;1;1;0;0;1;1;1;1;1;1;1;1;1;1
"262";1;1;1;0;1;1;0;1;0;1;1;1;0;1;1
"263";1;1;0;0;0;0;0;1;0;0;1;1;0;1;0
"264";1;0;1;0;0;0;0;0;0;0;1;0;0;1;0
"265";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"266";1;1;1;0;0;0;0;1;0;0;1;1;0;0;1
"267";1;1;1;0;0;0;0;1;0;0;0;0;1;1;1
"268";1;1;1;0;0;0;0;0;0;0;0;0;1;1;0
"269";0;1;1;0;0;1;0;0;0;0;0;1;1;0;0
"270";0;0;0;1;1;0;0;1;0;0;1;1;0;0;0
"271";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"272";1;1;0;0;1;1;0;0;0;0;0;0;0;1;1
"273";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"274";1;1;0;0;0;1;0;0;1;1;1;1;0;1;1
"275";1;0;1;0;0;0;0;1;0;0;0;0;0;1;1
"276";0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"277";1;1;1;0;0;1;0;1;0;0;1;1;0;1;1
"278";1;1;1;0;0;1;0;1;0;0;1;0;0;1;1
"279";0;1;0;0;0;0;0;1;0;0;1;1;1;1;1
