"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43"
"91";0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0
"92";0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;1
"93";0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;1
"94";0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;1;0;0;1;0;1;1;0
"95";0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;1
"96";0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0
"97";0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1
"98";0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;1;1;1
"99";0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0
"100";0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0
"101";0;0;0;0;1;1;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0
"102";0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;1;1
"103";0;1;0;0;1;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0
"104";0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;1;1;0
"105";0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0
"106";0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0
"107";0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0
"108";0;1;0;0;1;1;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0
"109";0;1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0
"110";0;1;1;1;1;1;1;1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;0
"111";0;1;0;1;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;0
"112";0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1
"113";0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"114";0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;1;1
"115";0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;1;1
"116";0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"117";0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;0;1;1
"118";0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1
"119";0;1;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;1;1;0;0;1;1
"120";0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1
"121";0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;1;1
"122";0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;1;1;1;0;0;1;1
"123";0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;1
"124";0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1
"125";0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;1;1
"126";0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0
"127";0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1
"128";0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0
"129";0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;0
"130";0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0
"131";0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0
"132";0;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1
"133";0;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0
"134";0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0
"135";0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;1;1
"136";0;1;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;1;1;0;1;1;1;0;0;1;0
"137";0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0
"138";0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;1;1;1;1;1
"139";0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;0;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1
"140";0;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;1
"141";0;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;1
"142";0;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;1
"143";0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1
"144";0;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;1
"145";0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;1
"146";0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1;1
"147";0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0
"148";0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;0
"149";0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0
"150";0;0;1;1;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0
"151";0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0
"152";0;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0
"153";0;1;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0
