"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"58";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"59";0;1;1;0;1;1;1;1;0;0;0;0;0;0;1
"60";1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"61";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"62";0;1;1;0;0;1;1;1;0;1;0;0;0;1;0
"63";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"64";1;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"65";0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
"66";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"67";0;1;1;0;1;1;1;1;0;1;0;0;0;0;1
"68";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"69";0;1;1;0;1;1;0;0;0;1;1;0;0;0;0
"70";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"71";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"72";0;1;1;0;1;1;0;0;0;0;0;0;0;0;0
"73";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"74";0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
"75";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"76";0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"77";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"78";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"79";0;1;1;0;0;1;1;1;0;1;0;0;0;0;0
"80";0;1;1;0;1;1;1;0;0;1;0;0;0;0;0
"81";1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
"82";1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
"83";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"84";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"85";0;1;1;0;0;1;1;0;0;1;0;0;0;0;1
"86";1;1;1;0;0;1;1;1;1;1;0;0;0;0;0
"87";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"88";0;0;1;0;1;1;1;0;0;0;1;0;0;0;0
"89";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"90";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"91";0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
"92";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"93";0;1;1;1;1;1;1;1;0;1;1;0;1;0;0
"94";0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
"95";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"96";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"97";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"98";0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
"99";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"100";0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
"101";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"102";1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"103";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"104";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"105";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"106";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"107";1;1;1;1;1;1;1;1;1;0;1;0;0;0;0
"108";0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
"109";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"110";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"111";0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"112";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"113";0;0;1;0;1;1;1;1;0;0;0;0;0;0;0
"114";1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"115";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"116";0;1;1;1;1;1;1;1;0;1;1;0;0;0;0
"117";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"118";1;1;1;0;0;1;1;1;1;1;1;1;1;1;0
"119";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"120";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"121";1;1;1;1;1;1;1;1;0;1;1;1;0;0;0
"122";0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
"123";1;1;1;1;1;1;1;1;0;1;1;0;1;0;1
"124";0;1;1;1;0;1;0;1;0;1;1;0;0;1;1
"125";0;1;1;1;0;1;0;1;0;0;0;0;0;0;0
"126";0;1;1;0;0;0;1;0;0;1;0;0;0;0;0
"127";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"128";0;1;1;0;1;1;1;1;0;0;1;0;0;0;0
"129";1;1;1;1;1;1;1;1;0;0;0;0;0;0;1
"130";1;1;1;1;1;1;1;1;0;1;1;0;1;0;1
"131";0;1;1;0;0;1;1;0;0;1;0;0;0;0;0
"132";1;1;1;0;1;1;1;1;1;1;0;1;1;1;1
"133";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"134";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"135";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"136";1;1;1;1;1;1;1;1;0;1;1;0;0;0;1
"137";1;0;0;0;1;1;1;0;0;1;0;1;1;1;0
"138";1;1;1;0;0;1;1;0;0;1;0;0;0;0;0
"139";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"140";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"141";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"142";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"143";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"144";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"145";0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"146";0;1;1;1;1;1;1;1;0;0;0;1;1;0;0
"147";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"148";0;1;1;0;0;1;1;0;0;0;0;0;0;0;1
"149";0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
"150";0;1;1;1;0;1;1;0;0;0;1;0;0;0;1
"151";0;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"152";0;1;1;1;1;1;1;1;0;1;1;1;1;0;0
"153";1;0;1;1;1;1;1;1;1;0;1;1;1;1;1
"154";0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
"155";0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
"156";1;1;1;0;0;1;1;0;0;1;0;0;1;0;1
"157";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"158";0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
"159";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"160";0;1;1;0;1;1;1;0;0;1;0;0;0;0;0
"161";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"162";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0
"163";1;1;1;0;0;1;1;0;1;1;0;0;1;0;0
"164";0;1;1;1;0;1;1;1;0;1;0;1;0;0;1
"165";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"166";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"167";1;1;1;1;1;1;1;1;0;0;1;1;1;1;0
"168";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"169";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"170";0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"171";0;1;1;0;0;1;1;1;0;0;0;0;0;0;1
"172";1;1;1;1;1;1;1;1;1;0;1;0;0;0;1
"173";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"174";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"175";0;1;1;0;0;1;1;1;0;1;0;0;0;0;0
"176";0;1;1;0;0;1;0;1;0;0;0;0;0;1;1
"177";1;1;1;0;1;1;1;1;0;1;0;0;0;0;1
"178";0;0;1;0;0;1;1;0;0;1;1;1;0;1;0
"179";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"180";0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
"181";1;0;1;0;0;1;0;0;0;0;1;1;0;1;0
"182";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"183";0;1;1;0;1;1;1;1;1;1;1;1;0;0;0
"184";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"185";0;1;1;1;1;1;0;0;0;1;0;0;0;0;0
"186";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"187";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"188";1;1;1;1;1;1;1;1;0;0;0;0;1;0;0
"189";0;1;1;0;1;1;1;1;0;1;0;0;0;0;0
"190";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"191";1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
"192";0;1;1;0;0;1;1;1;1;0;0;1;0;0;0
"193";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"194";0;1;1;0;0;1;1;0;1;1;1;0;0;0;1
"195";1;1;1;1;1;1;1;1;0;1;1;0;1;0;0
"196";1;1;1;1;1;1;1;0;1;1;1;1;1;1;0
"197";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"198";0;1;1;0;1;1;1;1;0;0;0;0;1;0;0
"199";1;1;1;0;0;1;1;1;1;1;0;0;0;0;0
"200";0;1;1;1;1;1;1;1;0;0;0;0;1;0;1
"201";0;1;1;0;0;1;1;1;1;1;1;1;1;0;1
"202";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"203";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"204";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0
"205";0;1;1;1;0;1;1;1;0;1;1;0;1;0;0
"206";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"208";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"209";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"210";0;1;1;0;0;1;1;1;1;1;0;0;0;0;0
"211";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"212";0;0;1;0;0;1;0;1;0;1;0;0;0;0;0
"213";1;1;1;0;0;1;0;0;1;1;0;0;0;0;0
"214";0;1;1;0;0;1;0;1;0;1;0;1;1;1;0
"215";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"216";1;1;1;0;0;1;1;1;1;1;0;1;0;1;1
"217";0;1;1;0;1;1;0;1;0;0;0;0;0;0;0
"218";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"219";1;1;1;0;0;1;1;1;1;1;0;1;0;1;0
"220";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"221";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"222";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"223";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"224";0;0;1;0;0;1;1;1;0;1;0;0;0;0;0
"225";0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
"226";0;1;1;0;1;1;0;0;1;1;0;0;1;0;1
"227";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"228";0;1;1;0;1;1;1;1;0;0;0;0;0;0;0
"229";0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"230";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"231";0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
"232";0;1;1;1;0;1;1;1;0;1;1;0;0;0;0
"233";0;0;1;0;1;0;0;1;1;0;0;0;1;0;1
"234";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"235";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"236";0;1;1;0;1;1;0;1;0;0;0;0;0;0;0
"237";0;1;1;1;0;1;1;1;1;0;0;0;1;0;0
"238";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"239";1;0;1;0;0;1;1;1;0;0;0;0;0;0;0
"240";0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
"241";0;1;1;0;0;1;1;1;0;0;1;1;0;0;0
"242";1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
"243";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"244";1;1;1;0;1;1;0;1;1;1;1;0;0;1;0
"245";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"246";0;0;1;0;0;1;1;0;0;0;0;0;0;0;1
"247";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0
"248";1;1;1;0;1;1;0;0;1;1;0;1;1;1;1
"249";0;1;1;0;0;1;1;1;0;1;0;0;0;0;0
"250";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"251";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
"252";0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
"253";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"254";0;1;1;0;1;1;1;1;0;0;1;0;1;0;0
"255";0;1;1;0;0;1;1;0;0;1;1;1;0;0;0
"256";1;1;1;0;1;1;1;1;1;1;1;1;0;1;1
"257";1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"258";0;1;1;0;1;1;1;1;0;1;0;1;0;0;0
"259";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"260";0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
"261";1;0;1;1;0;1;1;1;0;1;1;0;1;0;0
"262";1;1;1;0;1;1;0;1;1;0;1;1;1;1;0
"263";0;1;1;0;1;1;1;1;1;1;0;0;0;0;0
"264";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"265";0;1;1;0;1;1;1;0;0;1;0;0;1;0;0
"266";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"267";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"268";0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
"269";0;1;1;1;0;1;1;1;0;1;1;0;0;0;0
"270";0;1;1;0;0;1;0;0;0;1;1;0;1;0;1
"271";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"272";1;1;0;0;1;0;0;0;0;0;0;1;0;0;0
"273";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"274";0;1;1;1;0;1;1;1;0;1;1;0;0;0;0
"275";1;1;1;1;0;1;1;1;1;1;1;1;1;0;1
"276";1;1;1;0;0;1;1;0;1;1;1;1;1;1;1
"277";0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"278";1;1;1;0;1;1;0;1;1;1;1;1;1;1;1
"279";1;1;1;0;0;1;1;1;1;1;1;1;0;1;1
"280";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"281";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"282";1;1;1;1;1;1;1;1;0;0;1;1;1;0;0
"283";0;1;1;0;1;1;1;1;1;0;1;1;1;0;0
"284";1;1;1;0;1;1;1;1;0;1;1;1;0;1;1
"285";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"286";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0
"287";0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
