"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43"
"19";0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1
"20";0;0;1;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0
"21";0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;1;1;0;1;0
"22";0;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;1;0;1;1;1;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1
"23";0;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1
"24";0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1
"25";0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0
"26";0;0;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1
"27";0;1;1;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1
"28";0;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1
"29";0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;1;0;0;1;1;1
"30";0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;0;1;1;0;1;1;1
"31";0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;1;1;1;0;1;0;1;0;0;1;0
"32";0;1;1;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;0;0;1;1
"33";1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;1;1;1
"34";0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1
"35";1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1
"36";0;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1
"37";1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1
"38";0;1;0;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;0
"39";0;1;0;1;1;1;0;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1
"40";0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1
"41";0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1
"42";0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0
"43";0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1
"44";0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1
"45";0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1
"46";0;1;0;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1
"47";0;1;0;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0
"48";0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1
"49";0;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;0
"50";0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1
"51";0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1
"52";0;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0
"53";0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1
"54";0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"55";0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1
"56";0;1;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1;1;0;1;1
"57";0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1
"58";0;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;0;1;1;0
"59";0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;1;0;0;1;1
"60";0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;1;1;1;0;1;1
"61";0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0
"62";0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;1;1
"63";0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;1;1;1;0;1;1
"64";0;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
"65";0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1
"66";0;1;1;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0
"67";0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0
"68";0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1
"69";0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1
"70";0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1
"71";1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
"72";0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"73";1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1
"74";0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"75";0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"76";1;1;0;1;1;1;0;1;1;1;1;0;0;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;1;1;0;0;1;1
"77";0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1
"78";0;0;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1
"79";0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0;1;1;0;1;1;1
"80";0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0
"81";0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;1;1;1;0;1;0;1
"82";0;1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;1
"83";1;1;1;0;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1;1
"84";0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0
"85";0;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;1;1
"86";0;1;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1
"87";0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1
"88";0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;1;1;1;1;0
"89";0;1;1;0;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0
"90";0;1;0;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;1
"91";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1
"92";0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;1
"93";0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0
"94";1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;1;0;1;1;0
"95";0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;0;1;1;0;1;1;0;1;0
"96";0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1
"97";0;0;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;1;1;0;1;1;1
"98";0;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0
"99";0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;1;1;1
"100";0;1;1;1;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1;1
"101";0;1;0;0;1;0;1;1;0;1;1;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;1;1
"102";1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;1;1;0;0;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1
"103";0;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;1;0
"104";0;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0
"105";0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0
"106";0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;1;0;1;0;0;1;0;0;1;0
"107";0;1;1;1;0;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0
"108";0;0;1;1;1;0;0;1;0;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;1;1;0;1;1;0;1;1;1
"109";1;1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0
"110";1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;0
"111";0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1
"112";0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1
"113";0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1
"114";0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1
"115";0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;1
"116";0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1
"117";0;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1
"118";0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1
"119";0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1
"120";1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0
"121";0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;1;0;1;1;1
"122";1;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;1;1;1;0;1;1;1
"123";0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;0;1;1;1
"124";0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;1;0;1;1;1
"125";0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;1;1
"126";0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1
"127";1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;0;1;1;1
"128";0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0
"129";1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;1;0;0;1;1
"130";0;0;0;1;0;1;1;1;1;0;1;0;0;0;1;1;0;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0
"131";0;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;1;1;0
"132";0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;1
"133";0;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;1;1
"134";0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;1;0
"135";0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;0
"136";0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;0;0;1;1
"137";0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1
"138";0;0;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1
"139";0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;1;0
"140";0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;1
"141";0;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0
"142";0;1;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0
"143";0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0
"144";0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0;1;0;0;0;1;0;1;1;1;1;0;0;1;1
"145";0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;1;0;1;1;1;0;1;0;0
"146";0;1;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1
"147";0;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;1;1
"148";1;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;1;1;1;0;1;0
"149";0;1;1;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1
"150";0;0;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1
"151";0;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;1
"152";1;0;0;1;1;0;1;0;1;1;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1
"153";0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0
