"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"41";0;0;1;0;0;0;1;1;1;1;1;1;0;1;1
"42";1;0;0;1;1;0;0;0;1;1;1;0;1;1;0
"43";1;0;1;0;0;1;1;0;1;1;0;1;1;1;0
"44";1;1;0;0;1;0;1;0;1;1;0;0;1;0;1
"45";0;0;0;0;1;1;0;0;1;1;0;0;1;0;1
"46";0;0;1;0;1;0;1;0;1;0;0;1;1;0;0
"47";1;1;1;0;1;1;1;0;1;1;1;0;0;0;0
"48";0;0;1;1;0;1;0;0;0;1;0;1;0;0;0
"49";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"50";0;1;0;1;0;1;0;0;1;1;1;0;1;0;1
"51";1;0;0;0;1;0;0;0;1;1;0;1;0;0;0
"52";1;0;1;1;1;1;0;1;0;1;1;0;0;1;1
"53";0;1;1;0;1;1;0;0;0;0;0;0;0;0;1
"54";1;1;1;0;1;1;0;0;0;1;1;0;1;0;0
"55";1;1;0;0;1;1;0;1;1;0;0;0;1;0;1
"56";1;0;0;0;1;1;1;1;0;1;0;0;0;0;0
"57";0;0;0;0;0;1;0;0;0;1;0;0;1;1;0
"58";0;0;0;0;0;0;0;1;0;1;1;0;0;0;1
"59";1;0;0;1;0;0;1;1;1;0;0;0;1;0;0
"60";0;0;0;0;1;0;0;0;0;1;1;1;1;0;0
"61";0;1;1;0;0;1;0;0;0;0;0;1;0;1;1
"62";0;0;0;1;1;1;0;1;0;1;1;0;0;1;1
"63";1;0;0;0;1;0;0;0;0;0;0;1;0;1;1
"64";0;0;1;0;0;1;1;0;1;1;1;0;0;0;1
"65";0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
"66";0;1;1;0;1;1;1;1;0;0;1;0;1;1;0
"67";1;1;0;1;1;1;0;1;0;1;1;0;1;0;0
"68";1;0;0;1;0;0;0;1;1;1;1;1;1;1;1
"69";1;1;0;0;1;0;0;0;0;1;0;1;1;1;0
"70";0;0;1;1;0;0;0;1;1;0;0;0;0;1;0
"71";0;1;1;1;0;0;1;0;0;0;0;0;0;0;0
"72";0;0;1;0;1;1;0;0;0;0;1;0;0;1;0
"73";1;1;0;0;0;0;1;0;0;0;1;0;0;0;1
"74";1;0;1;0;0;1;0;1;1;0;1;1;0;0;0
"75";0;0;0;1;1;1;1;1;0;0;1;0;1;0;0
"76";0;0;1;1;0;0;0;0;0;0;1;0;1;0;0
"77";1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"78";1;0;1;0;0;1;0;0;1;0;0;1;1;0;0
"79";1;0;0;0;0;1;1;1;1;0;0;0;0;0;0
"80";0;1;1;0;0;1;0;0;1;0;0;0;0;0;0
"81";0;1;0;1;0;0;0;1;1;0;1;1;0;0;0
"82";0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
"83";0;1;1;0;0;1;0;0;1;0;0;1;1;0;0
"84";0;0;1;1;1;0;0;1;1;0;0;0;1;1;0
"85";1;1;0;0;0;1;1;0;0;0;1;1;0;0;1
"86";0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
"87";0;1;1;1;0;0;0;0;1;1;1;0;0;0;0
"88";0;0;0;0;0;1;1;0;0;0;1;0;0;0;1
"89";0;1;0;0;0;0;0;1;0;1;0;0;0;0;1
"90";0;0;1;1;0;1;0;0;1;0;1;0;1;1;0
"91";0;0;0;0;0;0;1;0;1;1;0;1;0;1;0
"92";0;0;0;1;0;0;0;0;1;0;0;1;0;1;1
"93";0;0;1;0;0;1;1;0;0;0;1;0;1;1;0
"94";0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
"95";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"96";1;1;1;0;1;0;0;0;1;1;0;1;0;1;1
"97";0;0;1;0;1;1;0;1;0;1;0;0;1;0;0
"98";0;0;0;1;0;1;1;1;1;0;1;0;1;0;0
"99";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"100";0;0;0;1;1;1;1;1;0;1;0;0;1;1;1
"101";1;1;0;1;1;0;1;0;0;0;0;0;1;0;0
"102";1;1;1;1;0;1;0;1;1;0;1;0;0;0;1
"103";1;0;0;1;1;1;1;1;0;1;0;1;0;0;0
"104";1;1;0;0;0;0;1;0;0;0;0;1;0;1;1
"105";1;0;1;1;0;1;0;1;0;1;1;0;0;1;1
"106";0;0;1;0;0;0;1;0;1;0;1;0;0;1;0
"107";0;0;0;1;1;0;0;1;1;1;0;0;0;0;0
"108";1;1;1;0;1;1;1;0;1;0;1;0;1;0;0
"109";0;1;0;1;1;1;1;1;1;1;0;0;0;0;0
"110";0;1;1;1;1;0;1;0;0;0;0;0;0;0;1
"111";0;0;1;1;0;0;0;1;1;0;1;1;0;0;1
"112";0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
"113";1;1;1;0;1;0;0;1;0;1;0;0;0;0;1
"114";0;0;1;0;0;0;1;0;1;1;0;1;1;0;1
"115";0;0;1;1;1;0;1;0;1;0;0;0;0;1;0
"116";0;1;0;0;0;0;1;1;1;0;0;0;1;0;1
"117";1;1;0;1;1;0;0;1;0;1;0;1;0;1;1
"118";1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"119";0;0;1;1;1;0;1;1;1;0;0;0;0;1;1
"120";0;1;0;1;1;0;1;1;1;0;0;1;1;1;1
"121";1;0;1;0;0;0;0;0;1;0;1;0;0;0;0
"122";1;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"123";1;0;1;0;1;0;1;0;0;0;1;0;0;1;0
"124";0;1;1;0;0;0;1;0;1;0;1;1;1;1;0
"125";0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
"126";1;1;0;0;0;0;1;0;0;1;1;1;0;1;1
"127";0;0;1;1;0;1;1;0;0;1;0;0;0;1;0
"128";0;1;0;1;0;0;0;0;0;1;0;0;0;0;1
"129";0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
"130";0;1;0;0;0;1;0;0;1;1;0;1;0;0;0
"131";1;1;0;1;1;1;0;0;0;1;0;0;0;1;0
"132";1;0;1;0;1;0;1;0;1;0;1;0;1;1;1
"133";0;0;0;1;0;1;1;0;0;1;1;0;1;0;0
"134";0;1;0;0;0;1;0;0;0;1;0;0;0;1;1
"135";0;0;1;1;1;1;0;0;0;0;0;1;0;0;1
"136";1;1;1;1;0;1;0;0;1;1;1;0;1;1;1
"137";1;1;0;1;0;0;1;1;1;0;1;0;0;0;0
"138";1;0;1;1;0;1;1;0;0;1;0;0;1;1;0
"139";0;1;1;0;0;0;1;0;0;1;1;0;1;0;1
"140";0;1;1;0;1;1;0;0;1;0;0;0;0;1;0
"141";0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
"142";0;0;1;0;0;0;1;1;1;1;1;0;0;1;0
"143";1;1;0;0;1;0;0;0;1;0;0;0;1;0;1
"144";0;1;0;1;0;0;1;0;0;1;0;0;0;0;0
"145";1;0;0;0;1;0;0;0;1;1;0;1;1;0;0
"146";1;1;1;1;0;0;0;0;0;0;1;1;0;1;1
"147";1;1;0;1;1;1;0;1;0;0;0;1;1;0;1
"148";1;1;0;1;0;0;0;1;1;0;0;1;0;0;1
"149";1;0;1;1;1;0;0;1;0;0;0;0;0;0;0
"150";1;0;0;0;0;1;1;0;1;0;1;0;0;1;1
"151";1;0;0;1;1;0;1;1;1;1;0;0;1;1;0
"152";1;1;1;1;0;0;0;0;1;0;0;0;0;0;0
"153";0;0;0;0;0;0;0;0;1;0;1;1;1;0;0
"154";0;0;1;0;0;1;1;0;0;1;0;0;1;1;0
"155";1;1;0;1;1;1;0;1;0;0;0;0;0;1;1
"156";1;1;0;0;0;0;0;1;1;0;0;0;1;1;0
"157";1;0;0;0;0;1;0;0;0;1;1;1;0;0;0
"158";1;0;1;0;0;0;0;1;0;0;1;1;0;0;1
"159";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"160";0;0;0;0;1;1;0;1;0;0;0;1;1;0;0
"161";1;0;0;0;1;1;0;0;0;1;1;0;1;0;1
"162";0;0;1;0;1;0;0;1;0;0;0;0;1;1;0
"163";0;0;0;0;1;0;1;1;1;0;0;0;0;0;1
"164";1;1;0;0;0;1;1;0;0;1;0;1;0;0;1
"165";1;0;1;1;1;1;0;0;0;1;0;0;0;1;0
"166";1;0;1;0;1;1;0;1;0;0;1;0;0;1;1
"167";1;0;1;0;1;1;0;1;1;0;1;1;1;0;0
"168";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"169";1;1;0;0;1;0;0;1;1;0;0;0;0;0;0
"170";0;1;1;1;0;1;0;1;1;1;0;1;0;0;1
"171";1;1;0;1;0;0;1;1;0;1;0;1;1;0;1
"172";0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
"173";1;0;1;1;0;1;0;0;1;0;1;0;0;1;1
"174";0;0;0;1;1;0;1;1;1;0;0;1;1;0;1
"175";0;0;0;1;0;0;1;1;1;1;1;0;0;0;1
"176";0;0;1;0;0;1;0;1;0;1;0;0;0;0;1
"177";0;0;0;1;1;1;1;0;0;0;1;0;0;1;0
"178";1;0;1;0;1;0;0;0;1;0;0;1;1;1;0
"179";1;0;1;1;1;0;0;1;0;1;1;0;0;0;0
"180";1;1;1;1;0;0;1;1;0;0;0;1;1;1;0
"181";1;0;1;1;1;1;1;1;0;0;1;1;1;1;1
"182";1;1;1;0;0;1;1;0;0;0;1;1;0;0;0
"183";1;0;0;0;0;1;1;0;0;0;1;1;0;1;0
"184";0;0;0;0;1;1;1;1;1;1;0;1;0;1;1
"185";1;0;0;0;0;0;0;0;1;0;1;0;1;0;0
"186";0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
"187";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"188";0;0;1;0;1;1;1;0;1;0;0;0;0;0;0
"189";0;1;0;0;1;1;0;1;1;1;0;1;1;1;1
"190";0;1;1;0;0;0;0;0;0;0;0;1;0;0;0
"191";1;0;0;0;1;1;1;0;0;1;0;0;0;0;0
"192";1;1;0;1;1;0;1;1;0;0;1;0;1;1;0
"193";1;1;1;1;1;0;0;1;1;1;0;0;0;0;0
"194";0;1;0;0;0;1;0;0;0;0;1;0;1;0;0
"195";0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
"196";0;0;1;1;0;0;1;0;1;0;0;1;0;1;0
"197";0;1;0;0;1;1;0;1;0;0;0;0;0;1;0
"198";1;1;1;1;0;0;0;1;0;0;0;1;0;1;0
"199";0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
"200";1;0;1;0;0;1;0;1;0;0;1;1;1;1;1
"201";0;0;1;0;0;0;1;1;0;1;0;1;0;0;1
"202";0;0;1;0;1;0;1;1;1;0;0;0;1;0;0
"203";1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"204";0;0;1;1;0;0;0;0;1;1;0;1;1;1;0
"205";0;0;1;1;1;1;1;0;1;0;1;1;0;1;0
"206";1;0;1;1;0;0;0;1;0;1;0;0;1;1;1
"207";1;0;0;0;1;0;1;1;0;1;1;0;1;1;0
"208";0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
"209";0;1;0;0;0;1;1;0;1;0;1;0;1;0;0
"210";0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
"211";0;0;1;0;1;1;0;0;1;0;0;1;0;0;1
"212";1;0;0;0;0;1;0;1;1;0;1;1;1;0;0
"213";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"214";1;0;0;0;1;0;0;1;0;1;0;1;1;1;0
"215";0;0;1;0;0;0;0;1;0;1;0;0;1;1;1
"216";0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
"217";1;0;0;1;1;0;1;0;0;0;0;1;1;0;1
"218";0;1;0;0;0;0;0;1;1;1;0;0;0;0;0
"219";1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
"220";0;0;1;0;1;1;0;1;0;1;0;0;0;1;0
"221";0;1;1;0;1;0;1;0;1;1;1;1;0;0;0
"222";0;1;0;0;0;0;1;1;1;0;0;1;0;1;1
"223";0;1;0;0;0;1;1;1;0;1;0;1;0;1;0
"224";0;0;0;0;0;1;0;1;1;1;1;0;0;1;0
"225";1;0;1;0;1;0;0;1;0;0;0;1;1;0;0
"226";0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
"227";1;1;0;1;1;1;0;0;1;0;0;1;1;1;0
"228";0;0;1;0;0;0;1;0;1;1;1;1;0;1;0
"229";0;0;0;1;0;1;1;1;0;0;1;0;0;0;1
"230";0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
"231";0;0;0;0;1;0;0;0;1;1;1;1;0;1;0
"232";1;1;0;0;1;0;1;1;0;0;0;0;1;0;1
"233";1;0;0;0;0;0;0;0;0;1;1;1;0;1;0
"234";0;0;0;0;1;1;1;0;1;1;1;0;1;0;0
"235";1;0;1;1;0;0;0;0;1;0;0;0;0;1;0
"236";0;0;1;1;0;0;0;1;1;0;0;0;1;1;0
"237";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"238";1;1;0;0;1;1;1;0;1;0;0;1;1;0;1
"239";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"240";1;0;0;1;0;1;0;1;0;1;0;1;1;0;0
"241";0;1;1;1;1;0;0;1;1;0;1;1;1;0;0
"242";0;0;0;0;0;0;0;0;1;0;1;1;0;0;1
"243";1;0;1;0;0;1;1;1;0;0;0;1;1;1;0
"244";1;1;1;0;1;0;0;0;0;1;0;0;1;0;1
"245";0;0;0;1;1;0;0;0;0;1;0;0;1;1;0
"246";1;1;1;0;1;0;1;0;0;1;0;0;1;1;1
"247";0;0;1;1;0;1;0;0;1;0;0;1;1;0;0
"248";0;1;0;1;0;0;1;0;0;1;0;1;0;1;0
"249";1;1;0;1;1;0;0;1;0;0;0;0;0;0;1
"250";0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
"251";0;1;0;0;0;0;1;0;0;0;0;0;1;1;0
"252";1;1;0;0;0;1;1;0;1;0;1;1;0;0;1
"253";0;1;0;0;1;0;1;1;1;1;0;1;1;1;0
"254";0;1;0;1;1;1;0;1;0;1;0;0;1;1;0
"255";1;0;0;0;0;1;0;0;0;0;0;1;0;0;1
"256";0;0;1;0;0;1;0;1;1;0;1;0;1;0;1
"257";0;0;1;0;1;1;0;1;1;0;0;0;1;1;0
"258";0;1;1;1;1;0;0;0;1;0;0;0;0;1;1
"259";0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
"260";0;0;1;1;1;0;0;1;1;1;0;0;0;0;0
"261";0;1;1;0;1;1;0;1;1;0;0;0;1;0;1
"262";0;1;1;1;0;1;1;1;0;1;0;0;1;0;0
"263";0;0;1;1;1;0;1;0;0;1;0;0;0;0;1
"264";1;0;0;1;0;0;0;1;0;1;0;0;0;0;1
"265";1;1;0;1;1;0;1;0;0;0;1;1;1;0;0
"266";1;1;0;0;0;0;1;0;0;1;1;1;0;1;0
"267";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"268";1;0;1;1;0;1;0;1;1;1;0;0;0;0;0
"269";0;1;1;0;0;0;1;0;0;1;1;1;0;0;1
"270";0;0;1;0;1;1;0;1;1;0;1;1;0;1;0
"271";1;1;1;0;1;1;0;1;0;0;0;0;0;0;0
"272";1;1;0;0;0;1;0;0;0;0;0;1;1;0;0
"273";0;0;1;1;0;0;0;1;0;0;1;0;1;0;1
"274";0;0;0;0;1;0;1;1;0;1;0;0;0;1;0
"275";1;0;0;1;1;1;1;1;1;0;1;1;0;1;0
"276";1;1;1;0;0;0;1;1;0;0;1;0;1;0;0
"277";0;0;1;0;1;0;0;1;1;0;0;0;0;1;0
"278";0;1;0;0;0;0;0;0;0;0;0;1;1;0;0
"279";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
"280";0;1;0;1;0;0;1;1;0;1;0;1;1;0;0
"281";0;1;0;1;1;0;1;0;1;0;0;1;1;1;0
"282";0;1;0;0;0;1;1;0;0;1;0;0;0;0;0
"283";1;0;0;1;0;0;0;0;0;1;0;1;1;0;0
"284";1;0;0;0;0;0;1;1;0;0;0;1;0;1;0
"285";0;1;0;1;1;1;0;1;0;1;0;0;1;0;1
"286";1;0;1;1;1;0;1;0;1;1;0;0;0;0;0
"287";1;0;1;0;0;0;0;0;0;1;1;1;0;0;1
